timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1679639444611,3709,HTTP Request,200,OK,Thread Group 1-17,text,true,,34262,132,350,350,http://localhost:3000/search?q=Java,3709,0,1
1679639444611,3714,HTTP Request,200,OK,Thread Group 1-12,text,true,,34262,132,349,349,http://localhost:3000/search?q=Java,3714,0,1
1679639444611,3716,HTTP Request,200,OK,Thread Group 1-6,text,true,,34262,132,348,348,http://localhost:3000/search?q=Java,3716,0,2
1679639444611,3719,HTTP Request,200,OK,Thread Group 1-11,text,true,,34262,132,347,347,http://localhost:3000/search?q=Java,3719,0,3
1679639444613,3719,HTTP Request,200,OK,Thread Group 1-44,text,true,,34262,132,346,346,http://localhost:3000/search?q=Java,3719,0,0
1679639444611,3723,HTTP Request,200,OK,Thread Group 1-3,text,true,,34262,132,345,345,http://localhost:3000/search?q=Java,3723,0,3
1679639444616,3719,HTTP Request,200,OK,Thread Group 1-68,text,true,,34262,132,344,344,http://localhost:3000/search?q=Java,3718,0,0
1679639444611,3726,HTTP Request,200,OK,Thread Group 1-16,text,true,,34262,132,343,343,http://localhost:3000/search?q=Java,3726,0,2
1679639444618,3720,HTTP Request,200,OK,Thread Group 1-86,text,true,,34262,132,342,342,http://localhost:3000/search?q=Java,3720,0,0
1679639444611,3729,HTTP Request,200,OK,Thread Group 1-10,text,true,,34262,132,341,341,http://localhost:3000/search?q=Java,3729,0,4
1679639444615,3727,HTTP Request,200,OK,Thread Group 1-59,text,true,,34262,132,340,340,http://localhost:3000/search?q=Java,3727,0,1
1679639444619,3725,HTTP Request,200,OK,Thread Group 1-95,text,true,,34262,132,339,339,http://localhost:3000/search?q=Java,3725,0,0
1679639444618,3728,HTTP Request,200,OK,Thread Group 1-33,text,true,,34262,132,338,338,http://localhost:3000/search?q=Java,3728,0,0
1679639444619,3730,HTTP Request,200,OK,Thread Group 1-39,text,true,,34262,132,337,337,http://localhost:3000/search?q=Java,3730,0,4
1679639444620,3730,HTTP Request,200,OK,Thread Group 1-116,text,true,,34262,132,336,336,http://localhost:3000/search?q=Java,3730,0,0
1679639444623,3729,HTTP Request,200,OK,Thread Group 1-128,text,true,,34262,132,335,335,http://localhost:3000/search?q=Java,3729,0,0
1679639444623,3730,HTTP Request,200,OK,Thread Group 1-104,text,true,,34262,132,334,334,http://localhost:3000/search?q=Java,3730,0,0
1679639444623,3731,HTTP Request,200,OK,Thread Group 1-125,text,true,,34262,132,333,333,http://localhost:3000/search?q=Java,3731,0,1
1679639444613,3743,HTTP Request,200,OK,Thread Group 1-32,text,true,,34262,132,332,332,http://localhost:3000/search?q=Java,3743,0,0
1679639444611,3746,HTTP Request,200,OK,Thread Group 1-9,text,true,,34262,132,331,331,http://localhost:3000/search?q=Java,3746,0,2
1679639444611,3747,HTTP Request,200,OK,Thread Group 1-1,text,true,,34262,132,330,330,http://localhost:3000/search?q=Java,3747,0,2
1679639444612,3795,HTTP Request,200,OK,Thread Group 1-29,text,true,,34262,132,329,329,http://localhost:3000/search?q=Java,3795,0,1
1679639444611,3797,HTTP Request,200,OK,Thread Group 1-7,text,true,,34262,132,328,328,http://localhost:3000/search?q=Java,3797,0,4
1679639444617,3792,HTTP Request,200,OK,Thread Group 1-80,text,true,,34262,132,327,327,http://localhost:3000/search?q=Java,3792,0,0
1679639444611,3800,HTTP Request,200,OK,Thread Group 1-5,text,true,,34262,132,326,326,http://localhost:3000/search?q=Java,3800,0,4
1679639444615,3797,HTTP Request,200,OK,Thread Group 1-53,text,true,,34262,132,325,325,http://localhost:3000/search?q=Java,3797,0,1
1679639444617,3796,HTTP Request,200,OK,Thread Group 1-30,text,true,,34262,132,324,324,http://localhost:3000/search?q=Java,3796,0,1
1679639444618,3795,HTTP Request,200,OK,Thread Group 1-83,text,true,,34262,132,323,323,http://localhost:3000/search?q=Java,3795,0,0
1679639444620,3794,HTTP Request,200,OK,Thread Group 1-115,text,true,,34262,132,322,322,http://localhost:3000/search?q=Java,3794,0,0
1679639444618,3798,HTTP Request,200,OK,Thread Group 1-37,text,true,,34262,132,321,321,http://localhost:3000/search?q=Java,3798,0,1
1679639444618,3804,HTTP Request,200,OK,Thread Group 1-34,text,true,,34262,132,320,320,http://localhost:3000/search?q=Java,3804,0,1
1679639444622,3807,HTTP Request,200,OK,Thread Group 1-113,text,true,,34262,132,319,319,http://localhost:3000/search?q=Java,3807,0,0
1679639444624,3811,HTTP Request,200,OK,Thread Group 1-137,text,true,,34262,132,318,318,http://localhost:3000/search?q=Java,3811,0,0
1679639444621,3886,HTTP Request,200,OK,Thread Group 1-120,text,true,,34262,132,317,317,http://localhost:3000/search?q=Java,3886,0,0
1679639444622,3887,HTTP Request,200,OK,Thread Group 1-140,text,true,,34262,132,316,316,http://localhost:3000/search?q=Java,3887,0,1
1679639444611,3906,HTTP Request,200,OK,Thread Group 1-20,text,true,,34262,132,315,315,http://localhost:3000/search?q=Java,3906,0,1
1679639444613,3906,HTTP Request,200,OK,Thread Group 1-41,text,true,,34262,132,314,314,http://localhost:3000/search?q=Java,3906,0,0
1679639444612,3910,HTTP Request,200,OK,Thread Group 1-21,text,true,,34262,132,313,313,http://localhost:3000/search?q=Java,3910,0,0
1679639444611,3914,HTTP Request,200,OK,Thread Group 1-18,text,true,,34262,132,312,312,http://localhost:3000/search?q=Java,3914,0,1
1679639444613,3916,HTTP Request,200,OK,Thread Group 1-50,text,true,,34262,132,311,311,http://localhost:3000/search?q=Java,3916,0,1
1679639444615,4002,HTTP Request,200,OK,Thread Group 1-24,text,true,,34262,132,310,310,http://localhost:3000/search?q=Java,4002,0,1
1679639444611,4011,HTTP Request,200,OK,Thread Group 1-2,text,true,,34262,132,309,309,http://localhost:3000/search?q=Java,4011,0,4
1679639444616,4011,HTTP Request,200,OK,Thread Group 1-22,text,true,,34262,132,308,308,http://localhost:3000/search?q=Java,4011,0,0
1679639444616,4013,HTTP Request,200,OK,Thread Group 1-65,text,true,,34262,132,307,307,http://localhost:3000/search?q=Java,4013,0,0
1679639444617,4018,HTTP Request,200,OK,Thread Group 1-31,text,true,,34262,132,306,306,http://localhost:3000/search?q=Java,4018,0,1
1679639444618,4021,HTTP Request,200,OK,Thread Group 1-84,text,true,,34262,132,305,305,http://localhost:3000/search?q=Java,4020,0,0
1679639444619,4097,HTTP Request,200,OK,Thread Group 1-98,text,true,,34262,132,304,304,http://localhost:3000/search?q=Java,4097,0,0
1679639444621,4101,HTTP Request,200,OK,Thread Group 1-123,text,true,,34262,132,303,303,http://localhost:3000/search?q=Java,4101,0,1
1679639444619,4110,HTTP Request,200,OK,Thread Group 1-101,text,true,,34262,132,302,302,http://localhost:3000/search?q=Java,4109,0,0
1679639444620,4114,HTTP Request,200,OK,Thread Group 1-114,text,true,,34262,132,301,301,http://localhost:3000/search?q=Java,4114,0,1
1679639444622,4114,HTTP Request,200,OK,Thread Group 1-134,text,true,,34262,132,300,300,http://localhost:3000/search?q=Java,4114,0,1
1679639444623,4185,HTTP Request,200,OK,Thread Group 1-107,text,true,,34262,132,299,299,http://localhost:3000/search?q=Java,4185,0,0
1679639444624,4186,HTTP Request,200,OK,Thread Group 1-139,text,true,,34262,132,298,298,http://localhost:3000/search?q=Java,4186,0,0
1679639444612,4200,HTTP Request,200,OK,Thread Group 1-26,text,true,,34262,132,297,297,http://localhost:3000/search?q=Java,4200,0,0
1679639444611,4230,HTTP Request,200,OK,Thread Group 1-14,text,true,,34262,132,296,296,http://localhost:3000/search?q=Java,4230,0,1
1679639444611,4237,HTTP Request,200,OK,Thread Group 1-4,text,true,,34262,132,295,295,http://localhost:3000/search?q=Java,4237,0,2
1679639444611,4239,HTTP Request,200,OK,Thread Group 1-8,text,true,,34262,132,294,294,http://localhost:3000/search?q=Java,4239,0,1
1679639444615,4236,HTTP Request,200,OK,Thread Group 1-27,text,true,,34262,132,293,293,http://localhost:3000/search?q=Java,4236,0,1
1679639444614,4293,HTTP Request,200,OK,Thread Group 1-56,text,true,,34262,132,292,292,http://localhost:3000/search?q=Java,4293,0,0
1679639444613,4296,HTTP Request,200,OK,Thread Group 1-38,text,true,,34262,132,291,291,http://localhost:3000/search?q=Java,4296,0,0
1679639444614,4297,HTTP Request,200,OK,Thread Group 1-47,text,true,,34262,132,290,290,http://localhost:3000/search?q=Java,4297,0,0
1679639444616,4297,HTTP Request,200,OK,Thread Group 1-71,text,true,,34262,132,289,289,http://localhost:3000/search?q=Java,4297,0,0
1679639444618,4298,HTTP Request,200,OK,Thread Group 1-85,text,true,,34262,132,288,288,http://localhost:3000/search?q=Java,4298,0,0
1679639444616,4302,HTTP Request,200,OK,Thread Group 1-25,text,true,,34262,132,288,288,http://localhost:3000/search?q=Java,4301,0,0
1679639444620,4299,HTTP Request,200,OK,Thread Group 1-110,text,true,,34262,132,288,288,http://localhost:3000/search?q=Java,4299,0,0
1679639444618,4303,HTTP Request,200,OK,Thread Group 1-89,text,true,,34262,132,288,288,http://localhost:3000/search?q=Java,4303,0,0
1679639444622,4305,HTTP Request,200,OK,Thread Group 1-131,text,true,,34262,132,288,288,http://localhost:3000/search?q=Java,4305,0,0
1679639444620,4308,HTTP Request,200,OK,Thread Group 1-119,text,true,,34262,132,288,288,http://localhost:3000/search?q=Java,4308,0,1
1679639444622,4308,HTTP Request,200,OK,Thread Group 1-40,text,true,,34262,132,288,288,http://localhost:3000/search?q=Java,4308,0,1
1679639444623,4308,HTTP Request,200,OK,Thread Group 1-121,text,true,,34262,132,288,288,http://localhost:3000/search?q=Java,4308,0,0
1679639444623,4311,HTTP Request,200,OK,Thread Group 1-118,text,true,,34262,132,288,288,http://localhost:3000/search?q=Java,4311,0,0
1679639444611,4325,HTTP Request,200,OK,Thread Group 1-23,text,true,,34262,132,288,288,http://localhost:3000/search?q=Java,4325,0,1
1679639444612,4329,HTTP Request,200,OK,Thread Group 1-35,text,true,,34262,132,288,288,http://localhost:3000/search?q=Java,4329,0,1
1679639444611,4331,HTTP Request,200,OK,Thread Group 1-15,text,true,,34262,132,288,288,http://localhost:3000/search?q=Java,4331,0,1
1679639444611,4396,HTTP Request,200,OK,Thread Group 1-13,text,true,,34262,132,276,276,http://localhost:3000/search?q=Java,4396,0,4
1679639444616,4393,HTTP Request,200,OK,Thread Group 1-74,text,true,,34262,132,275,275,http://localhost:3000/search?q=Java,4393,0,0
1679639444615,4396,HTTP Request,200,OK,Thread Group 1-62,text,true,,34262,132,274,274,http://localhost:3000/search?q=Java,4396,0,0
1679639444615,4401,HTTP Request,200,OK,Thread Group 1-28,text,true,,34262,132,273,273,http://localhost:3000/search?q=Java,4401,0,0
1679639444617,4402,HTTP Request,200,OK,Thread Group 1-77,text,true,,34262,132,272,272,http://localhost:3000/search?q=Java,4402,0,0
1679639444619,4402,HTTP Request,200,OK,Thread Group 1-102,text,true,,34262,132,271,271,http://localhost:3000/search?q=Java,4402,0,0
1679639444618,4405,HTTP Request,200,OK,Thread Group 1-36,text,true,,34262,132,270,270,http://localhost:3000/search?q=Java,4405,0,0
1679639444619,4405,HTTP Request,200,OK,Thread Group 1-111,text,true,,34262,132,269,269,http://localhost:3000/search?q=Java,4405,0,1
1679639444620,4407,HTTP Request,200,OK,Thread Group 1-117,text,true,,34262,132,268,268,http://localhost:3000/search?q=Java,4407,0,0
1679639444622,4411,HTTP Request,200,OK,Thread Group 1-112,text,true,,34262,132,267,267,http://localhost:3000/search?q=Java,4411,0,0
