timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1679683742750,33,HTTP Request,200,OK,Thread Group 1-1,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,33,0,1
1679683742784,15,HTTP Request,200,OK,Thread Group 1-1,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,15,0,0
1679683742799,18,HTTP Request,200,OK,Thread Group 1-1,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,18,0,0
1679683742817,17,HTTP Request,200,OK,Thread Group 1-1,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,17,0,0
1679683742835,18,HTTP Request,200,OK,Thread Group 1-1,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,18,0,0
1679683742854,49,HTTP Request,200,OK,Thread Group 1-1,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,49,0,0
1679683742903,89,HTTP Request,200,OK,Thread Group 1-1,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,89,0,0
1679683742992,15,HTTP Request,200,OK,Thread Group 1-1,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,15,0,0
1679683743007,13,HTTP Request,200,OK,Thread Group 1-1,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,13,0,0
1679683743020,13,HTTP Request,200,OK,Thread Group 1-1,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,13,0,0
1679683743757,15,HTTP Request,200,OK,Thread Group 1-2,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,15,0,0
1679683743772,13,HTTP Request,200,OK,Thread Group 1-2,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,13,0,0
1679683743785,12,HTTP Request,200,OK,Thread Group 1-2,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,12,0,0
1679683743797,13,HTTP Request,200,OK,Thread Group 1-2,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,13,0,0
1679683743810,12,HTTP Request,200,OK,Thread Group 1-2,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,12,0,0
1679683743823,13,HTTP Request,200,OK,Thread Group 1-2,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,13,0,0
1679683743836,12,HTTP Request,200,OK,Thread Group 1-2,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,12,0,0
1679683743848,13,HTTP Request,200,OK,Thread Group 1-2,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,13,0,0
1679683743862,13,HTTP Request,200,OK,Thread Group 1-2,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,13,0,0
1679683743875,13,HTTP Request,200,OK,Thread Group 1-2,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,13,0,0
1679683744750,14,HTTP Request,200,OK,Thread Group 1-3,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,14,0,0
1679683744764,13,HTTP Request,200,OK,Thread Group 1-3,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,13,0,0
1679683744777,13,HTTP Request,200,OK,Thread Group 1-3,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,13,0,0
1679683744790,13,HTTP Request,200,OK,Thread Group 1-3,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,12,0,0
1679683744803,12,HTTP Request,200,OK,Thread Group 1-3,text,true,,34262,132,1,1,http://localhost:3000/search?q=Java,12,0,0
